n1=3, m=4, n=12, N=756
seed=7
theta_path=D:\研究生\研究生\Quantum Machine learning\code\Train\data\theta_demo.npy
theta_array:
[[5.49786103 0.99199549 3.79542808 2.26487638]
 [3.22549452 1.90032461 4.38469128 2.46030217]
 [1.13916194 3.50335699 5.41554688 1.98090663]]
comp	x	y
1	100001100100	100101001001
0	000000000000	100001001010
2	001111111111	101101011111
2	011011111111	000101111000
1	100110101100	001010110111
0	000000000000	111100000111
0	000000000000	011011011101
1	101101000001	011001000010
1	000101001100	100011110001
1	101000101111	001101001010
0	000000000000	010000110011
2	111011111111	111111010101
2	010111010111	000000000011
2	010101111011	111100101010
2	111011101111	010101010010
2	111110101111	011111010011
1	100000110100	001010100001
2	111111001111	000010011001
0	000000000000	001101001111
1	101011000111	101100110101
1	011101000000	011110101101
1	000010010111	001010001100
1	000111000011	111111111101
2	111111111111	100110100001
0	000000000000	110100010010
0	000000000000	101100010101
1	011011001101	000001011011
2	111110011111	101001110000
2	100111011110	000000001101
0	000000000000	011010000101
1	111011100100	001111010110
0	000000000000	010110100110
0	000000000000	000111010010
0	000000000000	010001101011
0	000000000000	100001001010
0	000000000000	111101110011
1	100010001100	101011111110
2	111011110110	000100011101
2	011110111111	100001010110
0	000000000000	010011001010
0	000000000000	100100000101
0	000000000000	111010010001
2	111111111111	110100000101
0	000000000000	100011010011
2	110011110111	001001110100
0	000000000000	011000111100
1	000000100010	111011011101
2	110110111100	101100010010
1	000100110010	101011010000
2	111111111101	111010001100
1	101111000100	100101111001
2	111011011011	011111111101
0	000000000000	010000100101
0	000000000000	000111101110
1	011001111111	111000111110
0	000000000000	111110101000
2	010111011111	000100000110
0	000000000000	100001010011
2	111101011101	001110110110
1	010111000010	011110011100
1	001011001101	011011101100
0	000000000000	001011110000
0	000000000000	000111110000
2	010111011111	011101100010
1	110010000101	011111111011
0	000000000000	100111010000
1	010000010011	111010011100
0	000000000000	010111011110
2	101011101010	100010010101
2	111111111110	000001100100
0	000000000000	001001000001
2	111111111111	100111111111
0	000000000000	100011110011
0	000000000000	010011100111
1	100000000100	011111111111
0	000000000000	010011011000
2	011101111111	111101010011
1	100001001100	101110111111
2	111101011100	110010101010
1	011010001000	110000000010
0	000000000000	010111111100
2	110011011111	110011101100
0	000000000000	010001000100
2	111111001111	101001100001
1	000111111110	101101000011
1	010100100010	011101111011
1	101111001101	110100101000
0	000000000000	000011110011
1	001010100101	010001001001
0	000000000000	001111100000
1	000100100000	101000100110
1	100110101111	011011110011
1	000100100101	101101010101
2	110111111111	001001011101
0	000000000000	000111100110
0	000000000000	001000011001
2	011111111111	000001111111
0	000000000000	100000000011
0	000000000000	001111011001
2	011100110111	001111101100
0	000000000000	000111001001
0	000000000000	110100111001
0	000000000000	100111110100
0	000000000000	011000110110
1	101001001100	001111001111
2	101110101111	111011111100
1	000010000110	001110110111
2	110101111111	101011011010
0	000000000000	111101100010
1	010101000011	111111010011
2	111111111111	000010100011
1	010000011011	010101000001
0	000000000000	111001101001
2	011111110110	001010010010
1	001010100010	011100000011
1	100000110001	111010011100
0	000000000000	100101111001
0	000000000000	111110110011
0	000000000000	101010011000
1	011111000000	011000001111
1	100001000000	101111001100
1	001010010111	010101100010
0	000000000000	100111100110
1	011101100011	100101010001
1	111101100011	010110011110
2	111011111110	011111001100
1	011000000101	001011110100
1	110010011001	001011110000
0	000000000000	110110000001
1	010100001001	101011001110
1	101010111011	111110100000
0	000000000000	110101100010
0	000000000000	011110010100
2	011111100101	001011110101
2	011111101110	000101000011
1	001101001000	011000101110
0	000000000000	001100001101
2	001111011110	010111011111
2	111111110111	010000110000
0	000000000000	101101101001
2	111010111111	110010110110
2	110111111111	011100100010
2	111011111110	011011011101
2	001101111111	011111001011
0	000000000000	110100111000
0	000000000000	010111110111
2	111111010110	010001100111
0	000000000000	110101010101
0	000000000000	001010001110
0	000000000000	100100010100
1	000000011000	001011001110
1	001010011000	111101000000
1	100100100000	101011010100
0	000000000000	010101101011
1	010100101000	010010011000
0	000000000000	101101101000
1	001100100001	000111010101
0	000000000000	110011010010
2	110100111111	110110101100
2	111111111111	011010100101
2	111110111110	001000101101
1	001100011000	011000000110
1	010000100011	010100000000
1	010101001000	011000011101
1	000000000010	011001010001
0	000000000000	010000111110
0	000000000000	100001111000
0	000000000000	110101010010
1	010110100011	101101111000
1	010011010001	011010010111
2	011010101111	111110100111
2	001001111111	010001010100
1	011000011101	001101000001
0	000000000000	111010000010
0	000000000000	010000011010
1	011100110100	010111100110
2	101010101011	011101110010
1	100000010110	101010000001
2	111110100011	110100010010
0	000000000000	110011110000
1	000100100110	100101010100
2	111111111110	100010100011
1	100000100101	000111000101
0	000000000000	001101000111
2	011000101101	011011000000
1	000101110011	011001111111
0	000000000000	001100100100
1	000000000010	100000100001
2	111110111011	001111101001
0	000000000000	011000000101
0	000000000000	000000010011
0	000000000000	001101111111
2	101100110111	000010100110
2	111111011011	000110100110
1	010011100000	011010110101
2	111111101011	000111010110
1	010010001101	000010001011
0	000000000000	110100001001
0	000000000000	110110111100
1	000111001001	100001100110
0	000000000000	101101111111
0	000000000000	010001000100
0	000000000000	000000111100
2	011111101111	001110010001
2	011011111011	000101111111
2	011111111111	001011001010
1	110001101000	110110010110
2	111100111111	011111100010
0	000000000000	010011111011
1	000101100100	011110100111
2	101111111111	100000011110
0	000000000000	111100000010
0	000000000000	101001010011
1	010000011000	000100110110
1	111001010010	111011011100
1	001000000010	011010100010
0	000000000000	100010010101
2	110101101110	101110100000
2	111111100010	001111010001
2	111110011111	111010010101
1	110010101011	100111010111
2	101111111111	100010110001
2	101111101110	101101100000
1	010000010111	100111011011
1	110101110000	011011100010
2	110100111011	101110111111
2	111101001111	001011011101
2	010111101111	001000010000
2	011011111111	011110110101
0	000000000000	000111010001
1	001100000000	100111100010
0	000000000000	110010010001
1	010001010100	110101100101
2	111001011111	100110100001
1	110010010000	001100111100
2	110110111011	001011101000
0	000000000000	001100001110
1	000011000101	101000111101
1	000011011001	101000001111
1	011010001010	001101101100
0	000000000000	101000000001
0	000000000000	100110101110
0	000000000000	110100011010
2	101111111111	001010100110
0	000000000000	101101111010
0	000000000000	000000110010
1	110110000000	111010111101
0	000000000000	100001010000
2	110111101111	001010010011
0	000000000000	100010010100
1	111000010110	011001111001
0	000000000000	000001011001
0	000000000000	101001111000
1	101001000001	011110100100
0	000000000000	111111101100
1	100101010111	000100111000
2	101111100111	100011010110
0	000000000000	101001111110
2	110111011101	110100110011
2	111111110100	101101011010
2	111111011010	000110111111
0	000000000000	010000010111
0	000000000000	110100011010
1	010000110001	111110011111
1	001100010000	000100000000
2	111101110110	111100001110
0	000000000000	111110010100
0	000000000000	110100011110
0	000000000000	101101101000
0	000000000000	010010000000
0	000000000000	100100010110
1	001001110101	101110110101
1	001011001011	011011000100
0	000000000000	100110111001
2	110111111110	001110100000
1	001000001110	110000010101
0	000000000000	001001110110
0	000000000000	010110000001
2	110111111111	011110010100
1	001001000010	101010110110
1	001011100011	001011100011
2	111011101111	100101011011
2	111101110111	000010100010
1	011111100100	101011000111
2	101101001111	011110011101
1	100101100010	001101011000
0	000000000000	101111001111
0	000000000000	001110101000
2	111111101111	010111010111
1	010110000011	001000011110
2	111011111101	101101011001
1	100100010001	011111011100
2	011111101111	100000111010
1	110011010001	100111111101
1	110100000000	010100001001
0	000000000000	000101011110
0	000000000000	111100001111
