trajectory_key,iteration,alpha,beta
mixed_parameter_history,0,1.3162008619650014,-0.06256277226587761
mixed_parameter_history,1,1.2559482139914127,-0.12956390004144863
mixed_parameter_history,2,1.1642394518127173,-0.1456303798707084
mixed_parameter_history,3,1.0730178505185461,-0.07650340104209187
mixed_parameter_history,4,0.9942504514109286,0.03621928008442127
mixed_parameter_history,5,0.94305738625617,0.149385375053937
mixed_parameter_history,6,0.9433768448073543,0.24460344809201573
mixed_parameter_history,7,0.975887311033377,0.3144082012849827
mixed_parameter_history,8,1.0136385203079885,0.37216699496200567
mixed_parameter_history,9,1.0578217194268742,0.42630724616524046
mixed_parameter_history,10,1.0806977796079353,0.4706831494347615
mixed_parameter_history,11,1.0579299295967397,0.496558134604336
mixed_parameter_history,12,1.0016795590639194,0.5041781674052941
mixed_parameter_history,13,0.9444588993366627,0.5002723742132595
mixed_parameter_history,14,0.90297786843611,0.5005651712334236
mixed_parameter_history,15,0.8794898514724244,0.5203657277021251
mixed_parameter_history,16,0.8562065715687434,0.5663489273755901
mixed_parameter_history,17,0.8153958980912248,0.6316303281878795
mixed_parameter_history,18,0.7541107037660904,0.7076890234792521
mixed_parameter_history,19,0.6795991003762861,0.7885204637337457
mixed_parameter_history,20,0.6060819927109254,0.8698597328740636
mixed_parameter_history,21,0.5439736627960265,0.946751727234554
mixed_parameter_history,22,0.49805040425490255,1.0135976880499675
mixed_parameter_history,23,0.4737176721470024,1.0681237830550696
mixed_parameter_history,24,0.4755332002967057,1.1126515195890416
mixed_parameter_history,25,0.5022801360607099,1.148754388006324
mixed_parameter_history,26,0.5383170464048632,1.174920765557558
mixed_parameter_history,27,0.5592054774758966,1.187940052016644
mixed_parameter_history,28,0.5516501939634704,1.1847861674186724
mixed_parameter_history,29,0.5246372903836016,1.1664472589080028
mixed_parameter_history,30,0.49814884876883314,1.144872012329974
mixed_parameter_history,31,0.4695280017848148,1.1233626188848187
mixed_parameter_history,32,0.4138483933807128,1.0996756059914232
mixed_parameter_history,33,0.3157341453688379,1.06631096269202
mixed_parameter_history,34,0.1986138798688808,1.0353360416514776
mixed_parameter_history,35,0.10455986800633969,1.0109074291759768
mixed_parameter_history,36,0.051963276128736975,0.9943637095875996
mixed_parameter_history,37,0.02999123252539882,0.982082095424995
mixed_parameter_history,38,0.020897625187240268,0.96704889839226
mixed_parameter_history,39,0.01854432609705283,0.946534157496662
mixed_parameter_history,40,0.024709939766770862,0.9207716568566451
mixed_parameter_history,41,0.03560316118744522,0.8907052722002755
mixed_parameter_history,42,0.04022107403066747,0.8595811407885585
mixed_parameter_history,43,0.033107879888951225,0.8301180907922545
mixed_parameter_history,44,0.016466269875839594,0.8004019766739573
mixed_parameter_history,45,-0.010556011916042142,0.7662159443959277
mixed_parameter_history,46,-0.04629262650488604,0.7233079130391135
mixed_parameter_history,47,-0.08087659993806999,0.6676600997230718
mixed_parameter_history,48,-0.11631540146834782,0.5999880194401688
mixed_parameter_history,49,-0.14907358035815094,0.5258581031436638
mixed_parameter_history,50,-0.17247637790081738,0.4528214324852147
mixed_parameter_history,51,-0.17935638108019203,0.3874013409055619
mixed_parameter_history,52,-0.17319672664051355,0.33172528447259886
mixed_parameter_history,53,-0.14273529384524875,0.2834476647650973
mixed_parameter_history,54,-0.11102022943806905,0.24181027779559486
mixed_parameter_history,55,-0.056579979402871655,0.20083782147195783
mixed_parameter_history,56,-0.017687396183395737,0.16265812325967913
mixed_parameter_history,57,0.024720875072814383,0.12489251862805233
mixed_parameter_history,58,0.05441161433005432,0.09090324737226274
mixed_parameter_history,59,0.06315752752740067,0.06401602755257604
mixed_parameter_history,60,0.07299048305082786,0.0418165036066782
mixed_parameter_history,61,0.07114946152023596,0.024466605050929305
mixed_parameter_history,62,0.06112714451574226,0.009579338660690773
mixed_parameter_history,63,0.05948077187348549,-0.006085781374418252
mixed_parameter_history,64,0.05221328137021139,-0.01983297499016802
mixed_parameter_history,65,0.04705840386779785,-0.03097377524987254
mixed_parameter_history,66,0.04776227341496639,-0.038744794766560224
mixed_parameter_history,67,0.043503947860184855,-0.041671545806909606
mixed_parameter_history,68,0.041592597747715954,-0.04214622533244905
mixed_parameter_history,69,0.04249038513373957,-0.04242447003525249
mixed_parameter_history,70,0.03790452238096714,-0.042689358832988696
mixed_parameter_history,71,0.03403310274625289,-0.04359441531130673
mixed_parameter_history,72,0.031119245499652656,-0.04397323709307887
mixed_parameter_history,73,0.02245361858040311,-0.041786870456115545
mixed_parameter_history,74,0.018219886140414678,-0.03834179609129014
mixed_parameter_history,75,0.01109229131086871,-0.03345365341238518
mixed_parameter_history,76,0.007026847680070315,-0.02880184008998457
mixed_parameter_history,77,0.0020323847532569134,-0.02459773314220786
mixed_parameter_history,78,0.0034080933446979864,-0.021445855738179177
mixed_parameter_history,79,-0.005908437343310036,-0.01654121609431177
mixed_parameter_history,80,0.004633671962235887,-0.01369108690222507
mixed_parameter_history,81,-0.012574208923900126,-0.0063846229927293635
mixed_parameter_history,82,0.004196508208663456,-0.004442723875332316
mixed_parameter_history,83,-0.011376042886882709,0.0020491703154207203
mixed_parameter_history,84,-0.006352702729573827,0.004632659951507398
mixed_parameter_history,85,-0.0026216713709376893,0.007178280419686843
mixed_parameter_history,86,-0.015087173045135998,0.012383140874685623
mixed_parameter_history,87,-0.005304989073533085,0.014189755127669824
mixed_parameter_history,88,-0.011384618060186813,0.018471806163132688
mixed_parameter_history,89,-0.016250497585566733,0.022029612863375764
mixed_parameter_history,90,-0.00832336661778367,0.022978584204223912
mixed_parameter_history,91,-0.016828054916474405,0.026251937189852206
mixed_parameter_history,92,-0.013143598691048763,0.027548542164837955
mixed_parameter_history,93,-0.009599228049430683,0.02900938653271474
mixed_parameter_history,94,-0.01518256415865504,0.032114576811015115
mixed_parameter_history,95,-0.008470174890702273,0.03303986869043277
mixed_parameter_history,96,-0.010194558479429565,0.03501612999596469
mixed_parameter_history,97,-0.012281926555555125,0.03661925286390338
mixed_parameter_history,98,-0.007529226359065708,0.03702870646138896
mixed_parameter_history,99,-0.012510321694781851,0.038869998448142776
mixed_parameter_history,100,-0.010342017718185763,0.039826463714786396
mixed_parameter_history,101,-0.01026967668954325,0.040800291910471576
mixed_parameter_history,102,-0.011570498563090538,0.04237390684684926
mixed_parameter_history,103,-0.010535068910661704,0.04265310246517948
mixed_parameter_history,104,-0.007698977396997254,0.043700280230980625
mixed_parameter_history,105,-0.013535627600606993,0.044364018633638244
mixed_parameter_history,106,-0.001992291497150963,0.04500950089433026
mixed_parameter_history,107,-0.016532945416587695,0.04575819592429567
mixed_parameter_history,108,-0.0003593990987705402,0.04675101639033383
mixed_parameter_history,109,-0.012732516295125021,0.04669121853281584
mixed_parameter_history,110,-0.008645331781083884,0.04756448050992519
mixed_parameter_history,111,-0.00481430101865191,0.047839995034321604
mixed_parameter_history,112,-0.013466951947884897,0.048179356387574666
mixed_parameter_history,113,-0.0049984154399853944,0.04892716025364292
mixed_parameter_history,114,-0.0094320412609524,0.04917889576497389
mixed_parameter_history,115,-0.010367020804980403,0.04956347921492858
mixed_parameter_history,116,-0.004451285363207286,0.05008297044405636
mixed_parameter_history,117,-0.010978768253420364,0.05023894085571025
mixed_parameter_history,118,-0.007042838295537982,0.05062157232154493
mixed_parameter_history,119,-0.0060730144272592886,0.051212874976859016
mixed_parameter_history,120,-0.010301317000919248,0.05131428920497269
mixed_parameter_history,121,-0.005767523265898994,0.05181997471367371
mixed_parameter_history,122,-0.00822863420455084,0.05227009689199174
mixed_parameter_history,123,-0.007821921256613656,0.05220441065473776
mixed_parameter_history,124,-0.007364197840470675,0.05316010289524159
mixed_parameter_history,125,-0.006332792084251304,0.05284981896599153
mixed_parameter_history,126,-0.009794181428706503,0.053920923438877666
mixed_parameter_history,127,-0.00252258365031114,0.0533748926622795
mixed_parameter_history,128,-0.012899738432731952,0.054808641899482195
mixed_parameter_history,129,-0.0004970964840950651,0.05362064630255439
mixed_parameter_history,130,-0.010654089243653176,0.05535093439540427
mixed_parameter_history,131,-0.0063600669717033265,0.0548060946401036
mixed_parameter_history,132,-0.002949721937571044,0.05492736815737551
mixed_parameter_history,133,-0.011049931491374832,0.05614938383612846
mixed_parameter_history,134,-0.0031277536276444542,0.055280402788944104
mixed_parameter_history,135,-0.006218249016246992,0.05612313418204673
mixed_parameter_history,136,-0.00862841446027329,0.05657611086374586
mixed_parameter_history,137,-0.00304072840726885,0.05620359737731666
mixed_parameter_history,138,-0.0071065707166158565,0.056972589856981816
mixed_parameter_history,139,-0.006882175785269104,0.057272542911268876
mixed_parameter_history,140,-0.002960639689507473,0.05695942455587883
mixed_parameter_history,141,-0.007869824912671398,0.057877224480368236
mixed_parameter_history,142,-0.004511115954393172,0.05779814870244952
mixed_parameter_history,143,-0.004734799262343898,0.05795933863433006
mixed_parameter_history,144,-0.0062108333719128675,0.05852530599524984
mixed_parameter_history,145,-0.005016417078478594,0.05865396346562521
mixed_parameter_history,146,-0.003810740681958809,0.05858221542209577
mixed_parameter_history,147,-0.007331757277416612,0.05957811456325601
mixed_parameter_history,148,-0.0021292092409210713,0.05887799630225348
mixed_parameter_history,149,-0.0075999543765756725,0.060099595573170315
mixed_parameter_history,150,-0.00142384129442703,0.05937404748310432
parameter_history,0,-0.007042838295537982,0.05062157232154493
parameter_history,1,0.6541515256787032,0.48915757700560003
parameter_history,2,0.07082957688726063,0.5930913554518609
parameter_history,3,-0.4007314382604097,0.4376518433239718
parameter_history,4,-0.456527764202337,0.2500636072263131
parameter_history,5,-0.2595770910044761,0.07082982749268918
parameter_history,6,0.011763029844379958,-0.050567966865133845
parameter_history,7,0.20892781732130533,-0.10227969797076938
parameter_history,8,0.25062177920740003,-0.11023143835535391
parameter_history,9,0.1665297726661974,-0.10192625736004551
parameter_history,10,0.028985797933276835,-0.08321355659187377
parameter_history,11,-0.08377346969881001,-0.06501270383826216
parameter_history,12,-0.1205643069242708,-0.04487033551392064
parameter_history,13,-0.08718815108157538,-0.018536341428717563
parameter_history,14,-0.0230111502397184,0.0028037897308591554
parameter_history,15,0.033123918567237426,0.016491007458141464
parameter_history,16,0.06428208404485104,0.030545279542402888
parameter_history,17,0.06093348861329938,0.037201262391469175
parameter_history,18,0.02766008504719241,0.038093651559415714
parameter_history,19,-0.01372743573265817,0.035771714745924686
parameter_history,20,-0.044489964499717316,0.02921186176175522
parameter_history,21,-0.05051922592187981,0.02292326302224639
parameter_history,22,-0.031422271744727864,0.02024410657990766
parameter_history,23,-0.00460418916174836,0.020150362282669455
parameter_history,24,0.01915544716641894,0.022114707161597344
parameter_history,25,0.02333392146516368,0.02772478200319804
parameter_history,26,0.010842300917557775,0.02859510824183233
parameter_history,27,-0.0021772270677232535,0.022586023542724563
parameter_history,28,-0.010070946572272818,0.012919880785088189
parameter_history,29,-0.008953636623329604,-0.0024857488571140723
parameter_history,30,-0.0034345352218966493,-0.015308669039065893
parameter_history,31,0.0008932608423080841,-0.020948289937911327
parameter_history,32,0.00346834139780958,-0.021354348975126537
parameter_history,33,0.005937072815021328,-0.015668628760508032
parameter_history,34,0.007222252905023738,-0.007031902691361175
parameter_history,35,0.006107350776925835,-0.0005793952699652796
parameter_history,36,-0.00023611414484285206,0.003023446453744865
parameter_history,37,-0.007318032111087124,0.004645607291375814
parameter_history,38,-0.010746462085280883,0.004872746619604423
parameter_history,39,-0.007721997399898865,0.005164117548544227
parameter_history,40,-0.001140559960457113,0.006654433474790108
parameter_history,41,0.0033716478139111748,0.008559384789439885
parameter_history,42,0.0032811820278590893,0.007571851764901381
parameter_history,43,0.0006877337312536469,0.004740292174261118
parameter_history,44,-0.0018477871055357304,0.00092240266323189
parameter_history,45,-0.0025752326015340992,-0.0024236925217257363
parameter_history,46,-0.0036580258299575494,-0.0034574571300212235
parameter_history,47,-0.0016566098972757627,-0.002729583954003208
parameter_history,48,0.0010211114721099075,-0.0018688534306929238
parameter_history,49,0.0036388780435073695,-0.0013880268600546183
